Voltage 1,Voltage2,Voltage3,Voltage 4,Current,Audio 
3.7016,3.9016,4.8517,-4.8517,,1.098
3.7017,3.9017,4.8518,-4.8518,,1.099
3.7018,3.9018,4.8519,-4.8519,,1.1
3.7019,3.9019,4.852,-4.852,,1.101
3.702,3.902,4.8521,-4.8521,,1.102
3.7021,3.9021,4.8522,-4.8522,,1.103
3.7022,3.9022,4.8523,-4.8523,,1.104
3.7023,3.9023,4.8524,-4.8524,,1.105
3.7024,3.9024,4.8525,-4.8525,,1.106
3.7025,3.9025,4.8526,-4.8526,,1.107
3.7026,3.9026,4.8527,-4.8527,,1.108
3.7027,3.9027,4.8528,-4.8528,,1.109
3.7028,3.9028,4.8529,-4.8529,,1.11
3.7029,3.9029,4.853,-4.853,,1.111
3.703,3.903,4.8531,-4.8531,,1.112
3.7031,3.9031,4.8532,-4.8532,,1.113
3.7032,3.9032,4.8533,-4.8533,,1.114
3.7033,3.9033,4.8534,-4.8534,,1.115
3.7034,3.9034,4.8535,-4.8535,,1.116
3.7035,3.9035,4.8536,-4.8536,,1.117
3.7036,3.9036,4.8537,-4.8537,,1.118
3.7037,3.9037,4.8538,-4.8538,,1.119
3.7038,3.9038,4.8539,-4.8539,,1.12
3.7039,3.9039,4.854,-4.854,,1.121
3.704,3.904,4.8541,-4.8541,,1.122
3.7041,3.9041,4.8542,-4.8542,,1.123
3.7042,3.9042,4.8543,-4.8543,,1.124
3.7043,3.9043,4.8544,-4.8544,,1.125
3.7044,3.9044,4.8545,-4.8545,,1.126
3.7045,3.9045,4.8546,-4.8546,,1.127
3.7046,3.9046,4.8547,-4.8547,,1.128
3.7047,3.9047,4.8548,-4.8548,,1.129
3.7048,3.9048,4.8549,-4.8549,,1.13
3.7049,3.9049,4.855,-4.855,,1.131
3.705,3.905,4.8551,-4.8551,,1.132
3.7051,3.9051,4.8552,-4.8552,,1.133
3.7052,3.9052,4.8553,-4.8553,,1.134
3.7053,3.9053,4.8554,-4.8554,,1.135
3.7054,3.9054,4.8555,-4.8555,,1.136
3.7055,3.9055,4.8556,-4.8556,,1.137
3.7056,3.9056,4.8557,-4.8557,,1.138
3.7057,3.9057,4.8558,-4.8558,,1.139
3.7058,3.9058,4.8559,-4.8559,,1.14
3.7059,3.9059,4.856,-4.856,,1.141
3.706,3.906,4.8561,-4.8561,,1.142
3.7061,3.9061,4.8562,-4.8562,,1.143
3.7062,3.9062,4.8563,-4.8563,,1.144
3.7063,3.9063,4.8564,-4.8564,,1.145
3.7064,3.9064,4.8565,-4.8565,,1.146
3.7065,3.9065,4.8566,-4.8566,,1.147
3.7066,3.9066,4.8567,-4.8567,,1.148
3.7067,3.9067,4.8568,-4.8568,,1.149
3.7068,3.9068,4.8569,-4.8569,,1.15
3.7069,3.9069,4.857,-4.857,,1.151
3.707,3.907,4.8571,-4.8571,,1.152
3.7071,3.9071,4.8572,-4.8572,,1.153
3.7072,3.9072,4.8573,-4.8573,,1.154
3.7073,3.9073,4.8574,-4.8574,,1.155
3.7074,3.9074,4.8575,-4.8575,,1.156
3.7075,3.9075,4.8576,-4.8576,,1.157
3.7076,3.9076,4.8577,-4.8577,,1.158
3.7077,3.9077,4.8578,-4.8578,,1.159
3.7078,3.9078,4.8579,-4.8579,,1.16
3.7079,3.9079,4.858,-4.858,,1.161
3.708,3.908,4.8581,-4.8581,,1.162
3.7081,3.9081,4.8582,-4.8582,,1.163
3.7082,3.9082,4.8583,-4.8583,,1.164
3.7083,3.9083,4.8584,-4.8584,,1.165
3.7084,3.9084,4.8585,-4.8585,,1.166
3.7085,3.9085,4.8586,-4.8586,,1.167
3.7086,3.9086,4.8587,-4.8587,,1.168
3.7087,3.9087,4.8588,-4.8588,,1.169
3.7088,3.9088,4.8589,-4.8589,,1.17
3.7089,3.9089,4.859,-4.859,,1.171
3.709,3.909,4.8591,-4.8591,,1.172
3.7091,3.9091,4.8592,-4.8592,,1.173
3.7092,3.9092,4.8593,-4.8593,,1.174
3.7093,3.9093,4.8594,-4.8594,,1.175
3.7094,3.9094,4.8595,-4.8595,,1.176
3.7095,3.9095,4.8596,-4.8596,,1.177
3.7096,3.9096,4.8597,-4.8597,,1.178
3.7097,3.9097,4.8598,-4.8598,,1.179
3.7098,3.9098,4.8599,-4.8599,,1.18
3.7099,3.9099,4.86,-4.86,,1.181
3.71,3.91,4.8601,-4.8601,,1.182
3.7101,3.9101,4.8602,-4.8602,,1.183
3.7102,3.9102,4.8603,-4.8603,,1.184
3.7103,3.9103,4.8604,-4.8604,,1.185
3.7104,3.9104,4.8605,-4.8605,,1.186
3.7105,3.9105,4.8606,-4.8606,,1.187
3.7106,3.9106,4.8607,-4.8607,,1.188
3.7107,3.9107,4.8608,-4.8608,,1.189
3.7108,3.9108,4.8609,-4.8609,,1.19
3.7109,3.9109,4.861,-4.861,,1.191
3.711,3.911,4.8611,-4.8611,,1.192
3.7111,3.9111,4.8612,-4.8612,,1.193
3.7112,3.9112,4.8613,-4.8613,,1.194
3.7113,3.9113,4.8614,-4.8614,,1.195
3.7114,3.9114,4.8615,-4.8615,,1.196
3.7115,3.9115,4.8616,-4.8616,,1.197
3.7116,3.9116,4.8617,-4.8617,,1.198
3.7117,3.9117,4.8618,-4.8618,,1.199
3.7118,3.9118,4.8619,-4.8619,,1.2
3.7119,3.9119,4.862,-4.862,,1.201
3.712,3.912,4.8621,-4.8621,,1.202
3.7121,3.9121,4.8622,-4.8622,,1.203
3.7122,3.9122,4.8623,-4.8623,,1.204
3.7123,3.9123,4.8624,-4.8624,,1.205
3.7124,3.9124,4.8625,-4.8625,,1.206
3.7125,3.9125,4.8626,-4.8626,,1.207
3.7126,3.9126,4.8627,-4.8627,,1.208
3.7127,3.9127,4.8628,-4.8628,,1.209
3.7128,3.9128,4.8629,-4.8629,,1.21
3.7129,3.9129,4.863,-4.863,,1.211
3.713,3.913,4.8631,-4.8631,,1.212
3.7131,3.9131,4.8632,-4.8632,,1.213
3.7132,3.9132,4.8633,-4.8633,,1.214
3.7133,3.9133,4.8634,-4.8634,,1.215
3.7134,3.9134,4.8635,-4.8635,,1.216
3.7135,3.9135,4.8636,-4.8636,,1.217
3.7136,3.9136,4.8637,-4.8637,,1.218
3.7137,3.9137,4.8638,-4.8638,,1.219
3.7138,3.9138,4.8639,-4.8639,,1.22
3.7139,3.9139,4.864,-4.864,,1.221
3.714,3.914,4.8641,-4.8641,,1.222
3.7141,3.9141,4.8642,-4.8642,,1.223
3.7142,3.9142,4.8643,-4.8643,,1.224
3.7143,3.9143,4.8644,-4.8644,,1.225
3.7144,3.9144,4.8645,-4.8645,,1.226
3.7145,3.9145,4.8646,-4.8646,,1.227
3.7146,3.9146,4.8647,-4.8647,,1.228
3.7147,3.9147,4.8648,-4.8648,,1.229
3.7148,3.9148,4.8649,-4.8649,,1.23
3.7149,3.9149,4.865,-4.865,,1.231
3.715,3.915,4.8651,-4.8651,,1.232
3.7151,3.9151,4.8652,-4.8652,,1.233
3.7152,3.9152,4.8653,-4.8653,,1.234
3.7153,3.9153,4.8654,-4.8654,,1.235
3.7154,3.9154,4.8655,-4.8655,,1.236
3.7155,3.9155,4.8656,-4.8656,,1.237
3.7156,3.9156,4.8657,-4.8657,,1.238
3.7157,3.9157,4.8658,-4.8658,,1.239
3.7158,3.9158,4.8659,-4.8659,,1.24
3.7159,3.9159,4.866,-4.866,,1.241
3.716,3.916,4.8661,-4.8661,,1.242
3.7161,3.9161,4.8662,-4.8662,,1.243
3.7162,3.9162,4.8663,-4.8663,,1.244
3.7163,3.9163,4.8664,-4.8664,,1.245
3.7164,3.9164,4.8665,-4.8665,,1.246
3.7165,3.9165,4.8666,-4.8666,,1.247
3.7166,3.9166,4.8667,-4.8667,,1.248
3.7167,3.9167,4.8668,-4.8668,,1.249
3.7168,3.9168,4.8669,-4.8669,,1.25
3.7169,3.9169,4.867,-4.867,,1.251
3.717,3.917,4.8671,-4.8671,,1.252
3.7171,3.9171,4.8672,-4.8672,,1.253
3.7172,3.9172,4.8673,-4.8673,,1.254
3.7173,3.9173,4.8674,-4.8674,,1.255
3.7174,3.9174,4.8675,-4.8675,,1.256
3.7175,3.9175,4.8676,-4.8676,,1.257
3.7176,3.9176,4.8677,-4.8677,,1.258
3.7177,3.9177,4.8678,-4.8678,,1.259
3.7178,3.9178,4.8679,-4.8679,,1.26
3.7179,3.9179,4.868,-4.868,,1.261
3.718,3.918,4.8681,-4.8681,,1.262
3.7181,3.9181,4.8682,-4.8682,,1.263
3.7182,3.9182,4.8683,-4.8683,,1.264
3.7183,3.9183,4.8684,-4.8684,,1.265
3.7184,3.9184,4.8685,-4.8685,,1.266
3.7185,3.9185,4.8686,-4.8686,,1.267
3.7186,3.9186,4.8687,-4.8687,,1.268
3.7187,3.9187,4.8688,-4.8688,,1.269
3.7188,3.9188,4.8689,-4.8689,,1.27
3.7189,3.9189,4.869,-4.869,,1.271
3.719,3.919,4.8691,-4.8691,,1.272
3.7191,3.9191,4.8692,-4.8692,,1.273
3.7192,3.9192,4.8693,-4.8693,,1.274
3.7193,3.9193,4.8694,-4.8694,,1.275
3.7194,3.9194,4.8695,-4.8695,,1.276
3.7195,3.9195,4.8696,-4.8696,,1.277
3.7196,3.9196,4.8697,-4.8697,,1.278
3.7197,3.9197,4.8698,-4.8698,,1.279
3.7198,3.9198,4.8699,-4.8699,,1.28
3.7199,3.9199,4.87,-4.87,,1.281
3.72,3.92,4.8701,-4.8701,,1.282
3.7201,3.9201,4.8702,-4.8702,,1.283
3.7202,3.9202,4.8703,-4.8703,,1.284
3.7203,3.9203,4.8704,-4.8704,,1.285
3.7204,3.9204,4.8705,-4.8705,,1.286
3.7205,3.9205,4.8706,-4.8706,,1.287
3.7206,3.9206,4.8707,-4.8707,,1.288
3.7207,3.9207,4.8708,-4.8708,,1.289
3.7208,3.9208,4.8709,-4.8709,,1.29
3.7209,3.9209,4.871,-4.871,,1.291
3.721,3.921,4.8711,-4.8711,,1.292
3.7211,3.9211,4.8712,-4.8712,,1.293
3.7212,3.9212,4.8713,-4.8713,,1.294
3.7213,3.9213,4.8714,-4.8714,,1.295
3.7214,3.9214,4.8715,-4.8715,,1.296
3.7215,3.9215,4.8716,-4.8716,,1.297
3.7216,3.9216,4.8717,-4.8717,,1.298
3.7217,3.9217,4.8718,-4.8718,,1.299
3.7218,3.9218,4.8719,-4.8719,,1.3
3.7219,3.9219,4.872,-4.872,,1.301
3.722,3.922,4.8721,-4.8721,,1.302
3.7221,3.9221,4.8722,-4.8722,,1.303
3.7222,3.9222,4.8723,-4.8723,,1.304
3.7223,3.9223,4.8724,-4.8724,,1.305
3.7224,3.9224,4.8725,-4.8725,,1.306
3.7225,3.9225,4.8726,-4.8726,,1.307
3.7226,3.9226,4.8727,-4.8727,,1.308
3.7227,3.9227,4.8728,-4.8728,,1.309
3.7228,3.9228,4.8729,-4.8729,,1.31
3.7229,3.9229,4.873,-4.873,,1.311
3.723,3.923,4.8731,-4.8731,,1.312
3.7231,3.9231,4.8732,-4.8732,,1.313
3.7232,3.9232,4.8733,-4.8733,,1.314
3.7233,3.9233,4.8734,-4.8734,,1.315
3.7234,3.9234,4.8735,-4.8735,,1.316
3.7235,3.9235,4.8736,-4.8736,,1.317
3.7236,3.9236,4.8737,-4.8737,,1.318
3.7237,3.9237,4.8738,-4.8738,,1.319
3.7238,3.9238,4.8739,-4.8739,,1.32
3.7239,3.9239,4.874,-4.874,,1.321
3.724,3.924,4.8741,-4.8741,,1.322
3.7241,3.9241,4.8742,-4.8742,,1.323
3.7242,3.9242,4.8743,-4.8743,,1.324
3.7243,3.9243,4.8744,-4.8744,,1.325
3.7244,3.9244,4.8745,-4.8745,,1.326
3.7245,3.9245,4.8746,-4.8746,,1.327
3.7246,3.9246,4.8747,-4.8747,,1.328
3.7247,3.9247,4.8748,-4.8748,,1.329
3.7248,3.9248,4.8749,-4.8749,,1.33
3.7249,3.9249,4.875,-4.875,,1.331
3.725,3.925,4.8751,-4.8751,,1.332
3.7251,3.9251,4.8752,-4.8752,,1.333
3.7252,3.9252,4.8753,-4.8753,,1.334
3.7253,3.9253,4.8754,-4.8754,,1.335
3.7254,3.9254,4.8755,-4.8755,,1.336
3.7255,3.9255,4.8756,-4.8756,,1.337
3.7256,3.9256,4.8757,-4.8757,,1.338
3.7257,3.9257,4.8758,-4.8758,,1.339
3.7258,3.9258,4.8759,-4.8759,,1.34
3.7259,3.9259,4.876,-4.876,,1.341
3.726,3.926,4.8761,-4.8761,,1.342
3.7261,3.9261,4.8762,-4.8762,,1.343
3.7262,3.9262,4.8763,-4.8763,,1.344
3.7263,3.9263,4.8764,-4.8764,,1.345
3.7264,3.9264,4.8765,-4.8765,,1.346
3.7265,3.9265,4.8766,-4.8766,,1.347
3.7266,3.9266,4.8767,-4.8767,,1.348
3.7267,3.9267,4.8768,-4.8768,,1.349
3.7268,3.9268,4.8769,-4.8769,,1.35
3.7269,3.9269,4.877,-4.877,,1.351
3.727,3.927,4.8771,-4.8771,,1.352
3.7271,3.9271,4.8772,-4.8772,,1.353
3.7272,3.9272,4.8773,-4.8773,,1.354
3.7273,3.9273,4.8774,-4.8774,,1.355
3.7274,3.9274,4.8775,-4.8775,,1.356
3.7275,3.9275,4.8776,-4.8776,,1.357
3.7276,3.9276,4.8777,-4.8777,,1.358
3.7277,3.9277,4.8778,-4.8778,,1.359
3.7278,3.9278,4.8779,-4.8779,,1.36
3.7279,3.9279,4.878,-4.878,,1.361
3.728,3.928,4.8781,-4.8781,,1.362
3.7281,3.9281,4.8782,-4.8782,,1.363
3.7282,3.9282,4.8783,-4.8783,,1.364
3.7283,3.9283,4.8784,-4.8784,,1.365
3.7284,3.9284,4.8785,-4.8785,,1.366
3.7285,3.9285,4.8786,-4.8786,,1.367
3.7286,3.9286,4.8787,-4.8787,,1.368
3.7287,3.9287,4.8788,-4.8788,,1.369
3.7288,3.9288,4.8789,-4.8789,,1.37
3.7289,3.9289,4.879,-4.879,,1.371
3.729,3.929,4.8791,-4.8791,,1.372
3.7291,3.9291,4.8792,-4.8792,,1.373
3.7292,3.9292,4.8793,-4.8793,,1.374
3.7293,3.9293,4.8794,-4.8794,,1.375
3.7294,3.9294,4.8795,-4.8795,,1.376
3.7295,3.9295,4.8796,-4.8796,,1.377
3.7296,3.9296,4.8797,-4.8797,,1.378
3.7297,3.9297,4.8798,-4.8798,,1.379
3.7298,3.9298,4.8799,-4.8799,,1.38
3.7299,3.9299,4.88,-4.88,,1.381
3.73,3.93,4.8801,-4.8801,,1.382
3.7301,3.9301,4.8802,-4.8802,,1.383
3.7302,3.9302,4.8803,-4.8803,,1.384
3.7303,3.9303,4.8804,-4.8804,,1.385
3.7304,3.9304,4.8805,-4.8805,,1.386
3.7305,3.9305,4.8806,-4.8806,,1.387
3.7306,3.9306,4.8807,-4.8807,,1.388
3.7307,3.9307,4.8808,-4.8808,,1.389
3.7308,3.9308,4.8809,-4.8809,,1.39
3.7309,3.9309,4.881,-4.881,,1.391
3.731,3.931,4.8811,-4.8811,,1.392
3.7311,3.9311,4.8812,-4.8812,,1.393
3.7312,3.9312,4.8813,-4.8813,,1.394
3.7313,3.9313,4.8814,-4.8814,,1.395
3.7314,3.9314,4.8815,-4.8815,,1.396
3.7315,3.9315,4.8816,-4.8816,,1.397
3.7316,3.9316,4.8817,-4.8817,,1.398
3.7317,3.9317,4.8818,-4.8818,,1.399
3.7318,3.9318,4.8819,-4.8819,,1.4
3.7319,3.9319,4.882,-4.882,,1.401
3.732,3.932,4.8821,-4.8821,,1.402
3.7321,3.9321,4.8822,-4.8822,,1.403
3.7322,3.9322,4.8823,-4.8823,,1.404
3.7323,3.9323,4.8824,-4.8824,,1.405
3.7324,3.9324,4.8825,-4.8825,,1.406
3.7325,3.9325,4.8826,-4.8826,,1.407
3.7326,3.9326,4.8827,-4.8827,,1.408
3.7327,3.9327,4.8828,-4.8828,,1.409
3.7328,3.9328,4.8829,-4.8829,,1.41
3.7329,3.9329,4.883,-4.883,,1.411
3.733,3.933,4.8831,-4.8831,,1.412
3.7331,3.9331,4.8832,-4.8832,,1.413
3.7332,3.9332,4.8833,-4.8833,,1.414
3.7333,3.9333,4.8834,-4.8834,,1.415
3.7334,3.9334,4.8835,-4.8835,,1.416
3.7335,3.9335,4.8836,-4.8836,,1.417
3.7336,3.9336,4.8837,-4.8837,,1.418
3.7337,3.9337,4.8838,-4.8838,,1.419
3.7338,3.9338,4.8839,-4.8839,,1.42
3.7339,3.9339,4.884,-4.884,,1.421
3.734,3.934,4.8841,-4.8841,,1.422
3.7341,3.9341,4.8842,-4.8842,,1.423
3.7342,3.9342,4.8843,-4.8843,,1.424
3.7343,3.9343,4.8844,-4.8844,,1.425
3.7344,3.9344,4.8845,-4.8845,,1.426
3.7345,3.9345,4.8846,-4.8846,,1.427
3.7346,3.9346,4.8847,-4.8847,,1.428
3.7347,3.9347,4.8848,-4.8848,,1.429
3.7348,3.9348,4.8849,-4.8849,,1.43
3.7349,3.9349,4.885,-4.885,,1.431
3.735,3.935,4.8851,-4.8851,,1.432
3.7351,3.9351,4.8852,-4.8852,,1.433
3.7352,3.9352,4.8853,-4.8853,,1.434
3.7353,3.9353,4.8854,-4.8854,,1.435
3.7354,3.9354,4.8855,-4.8855,,1.436
3.7355,3.9355,4.8856,-4.8856,,1.437
3.7356,3.9356,4.8857,-4.8857,,1.438
3.7357,3.9357,4.8858,-4.8858,,1.439
3.7358,3.9358,4.8859,-4.8859,,1.44
3.7359,3.9359,4.886,-4.886,,1.441
3.736,3.936,4.8861,-4.8861,,1.442
3.7361,3.9361,4.8862,-4.8862,,1.443
3.7362,3.9362,4.8863,-4.8863,,1.444
3.7363,3.9363,4.8864,-4.8864,,1.445
3.7364,3.9364,4.8865,-4.8865,,1.446
3.7365,3.9365,4.8866,-4.8866,,1.447
3.7366,3.9366,4.8867,-4.8867,,1.448
3.7367,3.9367,4.8868,-4.8868,,1.449
3.7368,3.9368,4.8869,-4.8869,,1.45
3.7369,3.9369,4.887,-4.887,,1.451
3.737,3.937,4.8871,-4.8871,,1.452
3.7371,3.9371,4.8872,-4.8872,,1.453
3.7372,3.9372,4.8873,-4.8873,,1.454
3.7373,3.9373,4.8874,-4.8874,,1.455
3.7374,3.9374,4.8875,-4.8875,,1.456
3.7375,3.9375,4.8876,-4.8876,,1.457
3.7376,3.9376,4.8877,-4.8877,,1.458
3.7377,3.9377,4.8878,-4.8878,,1.459
3.7378,3.9378,4.8879,-4.8879,,1.46
3.7379,3.9379,4.888,-4.888,,1.461
3.738,3.938,4.8881,-4.8881,,1.462
3.7381,3.9381,4.8882,-4.8882,,1.463
3.7382,3.9382,4.8883,-4.8883,,1.464
3.7383,3.9383,4.8884,-4.8884,,1.465
3.7384,3.9384,4.8885,-4.8885,,1.466
3.7385,3.9385,4.8886,-4.8886,,1.467
3.7386,3.9386,4.8887,-4.8887,,1.468
3.7387,3.9387,4.8888,-4.8888,,1.469
3.7388,3.9388,4.8889,-4.8889,,1.47
3.7389,3.9389,4.889,-4.889,,1.471
3.739,3.939,4.8891,-4.8891,,1.472
3.7391,3.9391,4.8892,-4.8892,,1.473
3.7392,3.9392,4.8893,-4.8893,,1.474
3.7393,3.9393,4.8894,-4.8894,,1.475
3.7394,3.9394,4.8895,-4.8895,,1.476
3.7395,3.9395,4.8896,-4.8896,,1.477
3.7396,3.9396,4.8897,-4.8897,,1.478
3.7397,3.9397,4.8898,-4.8898,,1.479
3.7398,3.9398,4.8899,-4.8899,,1.48
3.7399,3.9399,4.89,-4.89,,1.481
3.74,3.94,4.8901,-4.8901,,1.482
3.7401,3.9401,4.8902,-4.8902,,1.483
3.7402,3.9402,4.8903,-4.8903,,1.484
3.7403,3.9403,4.8904,-4.8904,,1.485
3.7404,3.9404,4.8905,-4.8905,,1.486
3.7405,3.9405,4.8906,-4.8906,,1.487
3.7406,3.9406,4.8907,-4.8907,,1.488
3.7407,3.9407,4.8908,-4.8908,,1.489
3.7408,3.9408,4.8909,-4.8909,,1.49
3.7409,3.9409,4.891,-4.891,,1.491
3.741,3.941,4.8911,-4.8911,,1.492
3.7411,3.9411,4.8912,-4.8912,,1.493
3.7412,3.9412,4.8913,-4.8913,,1.494
3.7413,3.9413,4.8914,-4.8914,,1.495
3.7414,3.9414,4.8915,-4.8915,,1.496
3.7415,3.9415,4.8916,-4.8916,,1.497
3.7416,3.9416,4.8917,-4.8917,,1.498
3.7417,3.9417,4.8918,-4.8918,,1.499
3.7418,3.9418,4.8919,-4.8919,,1.5
3.7419,3.9419,4.892,-4.892,,1.501
3.742,3.942,4.8921,-4.8921,,1.502
3.7421,3.9421,4.8922,-4.8922,,1.503
3.7422,3.9422,4.8923,-4.8923,,1.504
3.7423,3.9423,4.8924,-4.8924,,1.505
3.7424,3.9424,4.8925,-4.8925,,1.506
3.7425,3.9425,4.8926,-4.8926,,1.507
3.7426,3.9426,4.8927,-4.8927,,1.508
3.7427,3.9427,4.8928,-4.8928,,1.509
3.7428,3.9428,4.8929,-4.8929,,1.51
3.7429,3.9429,4.893,-4.893,,1.511
3.743,3.943,4.8931,-4.8931,,1.512
3.7431,3.9431,4.8932,-4.8932,,1.513
3.7432,3.9432,4.8933,-4.8933,,1.514
3.7433,3.9433,4.8934,-4.8934,,1.515
3.7434,3.9434,4.8935,-4.8935,,1.516
3.7435,3.9435,4.8936,-4.8936,,1.517
3.7436,3.9436,4.8937,-4.8937,,1.518
3.7437,3.9437,4.8938,-4.8938,,1.519
3.7438,3.9438,4.8939,-4.8939,,1.52
3.7439,3.9439,4.894,-4.894,,1.521
3.744,3.944,4.8941,-4.8941,,1.522
3.7441,3.9441,4.8942,-4.8942,,1.523
3.7442,3.9442,4.8943,-4.8943,,1.524
3.7443,3.9443,4.8944,-4.8944,,1.525
3.7444,3.9444,4.8945,-4.8945,,1.526
3.7445,3.9445,4.8946,-4.8946,,1.527
3.7446,3.9446,4.8947,-4.8947,,1.528
3.7447,3.9447,4.8948,-4.8948,,1.529
3.7448,3.9448,4.8949,-4.8949,,1.53
3.7449,3.9449,4.895,-4.895,,1.531
3.745,3.945,4.8951,-4.8951,,1.532
3.7451,3.9451,4.8952,-4.8952,,1.533
3.7452,3.9452,4.8953,-4.8953,,1.534
3.7453,3.9453,4.8954,-4.8954,,1.535
3.7454,3.9454,4.8955,-4.8955,,1.536
3.7455,3.9455,4.8956,-4.8956,,1.537
3.7456,3.9456,4.8957,-4.8957,,1.538
3.7457,3.9457,4.8958,-4.8958,,1.539
3.7458,3.9458,4.8959,-4.8959,,1.54
3.7459,3.9459,4.896,-4.896,,1.541
3.746,3.946,4.8961,-4.8961,,1.542
3.7461,3.9461,4.8962,-4.8962,,1.543
3.7462,3.9462,4.8963,-4.8963,,1.544
3.7463,3.9463,4.8964,-4.8964,,1.545
3.7464,3.9464,4.8965,-4.8965,,1.546
3.7465,3.9465,4.8966,-4.8966,,1.547
3.7466,3.9466,4.8967,-4.8967,,1.548
3.7467,3.9467,4.8968,-4.8968,,1.549
3.7468,3.9468,4.8969,-4.8969,,1.55
3.7469,3.9469,4.897,-4.897,,1.551
3.747,3.947,4.8971,-4.8971,,1.552
3.7471,3.9471,4.8972,-4.8972,,1.553
3.7472,3.9472,4.8973,-4.8973,,1.554
3.7473,3.9473,4.8974,-4.8974,,1.555
3.7474,3.9474,4.8975,-4.8975,,1.556
3.7475,3.9475,4.8976,-4.8976,,1.557
3.7476,3.9476,4.8977,-4.8977,,1.558
3.7477,3.9477,4.8978,-4.8978,,1.559
3.7478,3.9478,4.8979,-4.8979,,1.56
3.7479,3.9479,4.898,-4.898,,1.561
3.748,3.948,4.8981,-4.8981,,1.562
3.7481,3.9481,4.8982,-4.8982,,1.563
3.7482,3.9482,4.8983,-4.8983,,1.564
3.7483,3.9483,4.8984,-4.8984,,1.565
3.7484,3.9484,4.8985,-4.8985,,1.566
3.7485,3.9485,4.8986,-4.8986,,1.567
3.7486,3.9486,4.8987,-4.8987,,1.568
3.7487,3.9487,4.8988,-4.8988,,1.569
3.7488,3.9488,4.8989,-4.8989,,1.57
3.7489,3.9489,4.899,-4.899,,1.571
3.749,3.949,4.8991,-4.8991,,1.572
3.7491,3.9491,4.8992,-4.8992,,1.573
3.7492,3.9492,4.8993,-4.8993,,1.574
3.7493,3.9493,4.8994,-4.8994,,1.575
3.7494,3.9494,4.8995,-4.8995,,1.576
3.7495,3.9495,4.8996,-4.8996,,1.577
3.7496,3.9496,4.8997,-4.8997,,1.578
3.7497,3.9497,4.8998,-4.8998,,1.579
3.7498,3.9498,4.8999,-4.8999,,1.58
3.7499,3.9499,4.9,-4.9,,1.581
3.75,3.95,4.9001,-4.9001,,1.582
3.7501,3.9501,4.9002,-4.9002,,1.583
3.7502,3.9502,4.9003,-4.9003,,1.584
3.7503,3.9503,4.9004,-4.9004,,1.585
3.7504,3.9504,4.9005,-4.9005,,1.586
3.7505,3.9505,4.9006,-4.9006,,1.587
3.7506,3.9506,4.9007,-4.9007,,1.588
3.7507,3.9507,4.9008,-4.9008,,1.589
3.7508,3.9508,4.9009,-4.9009,,1.59
3.7509,3.9509,4.901,-4.901,,1.591
3.751,3.951,4.9011,-4.9011,,1.592
3.7511,3.9511,4.9012,-4.9012,,1.593
3.7512,3.9512,4.9013,-4.9013,,1.594
3.7513,3.9513,4.9014,-4.9014,,1.595
3.7514,3.9514,4.9015,-4.9015,,1.596
3.7515,3.9515,4.9016,-4.9016,,1.597
3.7516,3.9516,4.9017,-4.9017,,1.598
3.7517,3.9517,4.9018,-4.9018,,1.599
3.7518,3.9518,4.9019,-4.9019,,1.6
3.7519,3.9519,4.902,-4.902,,1.601
3.752,3.952,4.9021,-4.9021,,1.602
3.7521,3.9521,4.9022,-4.9022,,1.603
3.7522,3.9522,4.9023,-4.9023,,1.604
3.7523,3.9523,4.9024,-4.9024,,1.605
3.7524,3.9524,4.9025,-4.9025,,1.606
3.7525,3.9525,4.9026,-4.9026,,1.607
3.7526,3.9526,4.9027,-4.9027,,1.608
3.7527,3.9527,4.9028,-4.9028,,1.609
3.7528,3.9528,4.9029,-4.9029,,1.61
3.7529,3.9529,4.903,-4.903,,1.611
3.753,3.953,4.9031,-4.9031,,1.612
3.7531,3.9531,4.9032,-4.9032,,1.613
3.7532,3.9532,4.9033,-4.9033,,1.614
3.7533,3.9533,4.9034,-4.9034,,1.615
3.7534,3.9534,4.9035,-4.9035,,1.616
3.7535,3.9535,4.9036,-4.9036,,1.617
3.7536,3.9536,4.9037,-4.9037,,1.618
3.7537,3.9537,4.9038,-4.9038,,1.619
3.7538,3.9538,4.9039,-4.9039,,1.62
3.7539,3.9539,4.904,-4.904,,1.621
3.754,3.954,4.9041,-4.9041,,1.622
3.7541,3.9541,4.9042,-4.9042,,1.623
3.7542,3.9542,4.9043,-4.9043,,1.624
3.7543,3.9543,4.9044,-4.9044,,1.625
3.7544,3.9544,4.9045,-4.9045,,1.626
3.7545,3.9545,4.9046,-4.9046,,1.627
3.7546,3.9546,4.9047,-4.9047,,1.628
3.7547,3.9547,4.9048,-4.9048,,1.629
3.7548,3.9548,4.9049,-4.9049,,1.63
3.7549,3.9549,4.905,-4.905,,1.631
3.755,3.955,4.9051,-4.9051,,1.632
3.7551,3.9551,4.9052,-4.9052,,1.633
3.7552,3.9552,4.9053,-4.9053,,1.634
3.7553,3.9553,4.9054,-4.9054,,1.635
3.7554,3.9554,4.9055,-4.9055,,1.636
3.7555,3.9555,4.9056,-4.9056,,1.637
3.7556,3.9556,4.9057,-4.9057,,1.638
3.7557,3.9557,4.9058,-4.9058,,1.639
3.7558,3.9558,4.9059,-4.9059,,1.64
3.7559,3.9559,4.906,-4.906,,1.641
3.756,3.956,4.9061,-4.9061,,1.642
